index,Num,prod,insp,date,buydate,ingr_A,ingr_B,ingr_C,wtcd,gram,label
30137,20230628창하046021B,KCMD,L,2023-06-28,2023-07-20,396.3792,6.3724,6.9213,F1,749.05,0
30140,20230619수성054827C,KCMD,L,2023-06-19,2023-08-22,405.3525,6.1812,6.6861,F1,792.16,0
30143,20230523창하025459B,GGMD,P,2023-05-23,2023-05-28,128.7902,5.835,6.1655,F3,2503.21,1
30154,20230520창하007075A,GBMD,K,2023-05-20,2023-06-17,127.8437,6.0221,6.2796,F3,723.03,1
30158,20230401수성019425C,JJBB,K,2023-04-01,2023-05-03,318.102,6.1335,6.4506,F3,1967.46,1
30160,20230609산천027823A,KCMD,P,2023-06-09,2023-09-11,391.346,6.015,6.7083,F3,775.98,0
30177,20230628수성057458C,KCMD,L,2023-06-28,2023-11-14,397.3451,6.179,6.6689,F1,788.27,1
30206,20230521산천014508A,KCMD,K,2023-05-21,2023-06-17,128.4707,6.0652,5.8239,F3,510.59,0
30209,20230520수성035615C,KCMD,L,2023-05-20,2023-07-09,128.7813,7.0268,5.5911,F3,517.97,0
30220,20230506오포070705A,KCMD,C,2023-05-06,2023-06-03,131.5455,7.3223,5.5876,F2,504.2,0
30225,20230404오포067981A,GBMD,C,2023-04-04,2023-06-26,318.9279,5.581,6.3899,F2,898.29,1
30232,20230626창하032618A,KCMD,L,2023-06-26,2024-03-02,387.0887,6.2196,6.9061,F3,772.3,1
30251,20230528산천028084A,KCMD,P,2023-05-28,2023-06-23,127.9638,7.6119,5.3911,F3,502.4,0
30254,20230501수성037257C,GBMD,L,2023-05-01,2023-06-16,128.3909,7.6778,6.0792,F3,797.88,0
30255,20230421산천010908A,GBMD,K,2023-04-21,2023-05-09,320.7424,5.85,5.7537,F3,897.62,0
30257,20230612수성060017C,JJBB,C,2023-06-12,2023-08-01,392.9166,6.3047,6.7728,F3,2053.96,0
30266,20230504수성014754C,GGMD,K,2023-05-04,2023-05-28,128.8829,6.8862,6.2109,F3,2437.72,0
30268,20230615창하061260B,KCMD,C,2023-06-15,2023-07-18,393.8861,6.318,6.8311,F3,752.99,1
30270,20230615산천041045A,JJBB,L,2023-06-15,2023-07-13,403.188,6.4481,6.9226,F1,2110.22,1
30286,20230417창하049263A,KCMD,L,2023-04-17,2023-08-25,325.7099,6.406,5.5549,F3,719.68,0
30297,20230411산천074533A,KCMD,C,2023-04-11,2023-05-10,321.0181,6.625,6.4672,F2,709.76,0
30303,20230507수성053919C,KCMD,L,2023-05-07,2023-09-02,130.6371,6.3635,6.542,F1,517.72,0
30306,20230412오포035357A,KCMD,L,2023-04-12,2023-04-13,318.3737,6.0396,6.7328,F3,687.55,0
30313,20230522수성056573C,JJBB,L,2023-05-22,2023-06-24,131.0693,6.1348,5.7858,F3,1785.43,0
30314,20230519창하013483B,KCMD,K,2023-05-19,2023-08-11,127.9397,7.5715,5.7383,F3,486.31,0
30328,20230627산천055420A,GBMD,L,2023-06-27,2023-07-10,397.1602,6.2634,6.7291,F1,974.89,0
30329,20230608수성076902C,JJBB,C,2023-06-08,2023-09-05,399.2358,6.1131,6.9175,F3,2054.58,0
30336,20230409산천079585A,JJBB,C,2023-04-09,2023-04-22,318.6809,7.4599,6.1583,F3,2027.24,1
30337,20230420산천099323A,KCMD,Y,2023-04-20,2023-05-19,322.8622,6.3381,6.6594,F2,707.37,0
30341,20230421창하098902A,KCMD,Y,2023-04-21,2023-05-30,325.7218,7.5198,5.7553,F2,725.87,0
30348,20230426수성059791C,JJBB,L,2023-04-26,2023-06-20,328.1089,5.6957,6.2151,F3,1978.86,0
30354,20230616산천045514A,KCMD,L,2023-06-16,2023-08-04,392.3872,6.4108,6.5107,F1,767.86,0
30355,20230608오포011147A,GBMD,K,2023-06-08,2023-06-17,393.2817,6.4944,6.7099,F3,970.25,1
30363,20230619수성008950C,KCMD,K,2023-06-19,2023-09-30,398.7274,6.3277,6.6895,F3,788.86,0
30373,20230615수성021587C,JJBB,K,2023-06-15,2023-08-01,391.4608,6.1793,6.6803,F3,2052.6,0
30386,20230523산천083128A,KCMD,C,2023-05-23,2023-06-18,131.5439,5.9668,6.4937,F2,511.93,0
30391,20230401창하044256B,GBMD,L,2023-04-01,2023-05-28,328.6593,7.3524,6.3175,F1,923.19,0
30403,20230629오포041013A,KCMD,L,2023-06-29,2023-12-01,398.8791,6.1594,6.8022,F1,767.0,0
30408,20230607산천096466A,KCMD,Y,2023-06-07,2023-06-15,403.2612,6.255,6.7179,F2,774.48,1
30418,20230406수성064496C,KCMD,C,2023-04-06,2023-06-18,324.7329,5.8701,6.1118,F2,710.41,0
30425,20230609오포093955A,KCMD,Y,2023-06-09,2023-07-21,399.9817,6.3304,6.921,F3,767.89,0
30429,20230407창하098353B,KCMD,Y,2023-04-07,2023-05-19,323.4336,5.5909,6.3778,F3,679.56,0
30431,20230629오포097041A,KCMD,Y,2023-06-29,2023-08-08,403.8949,6.1163,6.6919,F2,769.48,1
30435,20230527산천070737A,KCMD,C,2023-05-27,2023-06-05,131.5757,6.1989,6.2281,F3,511.27,0
30444,20230416산천054152A,JJBB,L,2023-04-16,2023-04-18,322.9066,5.5693,6.0997,F3,2031.16,0
30445,20230429오포002670A,JJBB,K,2023-04-29,2023-07-06,321.0699,6.156,6.4684,F3,1981.44,0
30447,20230509수성057589C,JJBB,L,2023-05-09,2023-05-31,130.1287,6.1243,5.6989,F3,1785.77,0
30448,20230412창하069815A,KCMD,C,2023-04-12,2023-04-17,319.0233,5.9795,6.5065,F3,709.72,0
30449,20230420수성000727C,JJBB,K,2023-04-20,2023-05-15,317.7559,6.0728,6.3898,F3,1968.38,0
30453,20230609창하068196A,JJBB,C,2023-06-09,2023-07-03,402.6794,6.5461,6.5928,F2,2058.33,0
30461,20230611창하081666B,KCMD,C,2023-06-11,2023-06-28,392.8365,6.2659,6.6964,F3,753.36,0
30462,20230629오포092431A,KCMD,Y,2023-06-29,2023-09-06,396.5761,6.2173,6.7016,F3,758.53,0
30471,20230426창하078905A,KCMD,C,2023-04-26,2023-07-15,315.7724,5.7069,6.4034,F2,708.12,0
30480,20230502산천005804A,KCMD,K,2023-05-02,2023-05-20,128.0578,6.3853,5.7966,F3,512.98,0
30483,20230620오포005486A,KCMD,K,2023-06-20,2023-09-05,390.2704,6.2237,6.8515,F3,751.96,0
30492,20230522오포004361A,KCMD,K,2023-05-22,2023-10-29,128.2689,6.371,5.8341,F3,486.28,0
30497,20230511수성074804C,KCMD,C,2023-05-11,2023-07-16,131.5933,6.1169,5.9309,F3,516.76,0
30499,20230404수성035300C,JJBB,L,2023-04-04,2023-07-14,318.8994,6.0424,6.1646,F3,1982.93,0
30502,20230616수성033186C,KCMD,L,2023-06-16,2023-09-26,395.2131,6.1456,6.9236,F3,787.0,1
30508,20230503오포094705A,KCMD,Y,2023-05-03,2023-06-25,131.5595,6.2615,6.5518,F3,497.08,0
30519,20230408수성068788C,KCMD,C,2023-04-08,2023-06-06,323.4446,7.6748,6.4131,F2,705.71,0
30522,20230524산천033115A,KCMD,L,2023-05-24,2023-06-22,128.1,7.4717,6.3418,F2,507.16,0
30523,20230619산천050702A,KCMD,L,2023-06-19,2023-06-30,399.3853,6.3614,7.0522,F3,779.9,0
30527,20230413창하056767B,GGMD,L,2023-04-13,2023-04-28,324.9342,7.0965,6.4722,F2,2684.06,1
30535,20230502오포075421A,KCMD,C,2023-05-02,2023-06-16,131.5609,6.733,5.2783,F2,497.7,0
30544,20230514오포084601A,KCMD,C,2023-05-14,2023-05-30,131.5146,6.4873,5.247,F3,491.97,0
30554,20230604수성013648C,JJBB,K,2023-06-04,2023-09-05,394.8302,6.0133,6.6988,F3,2044.34,0
30561,20230618산천077300A,KCMD,C,2023-06-18,2023-08-20,403.5552,6.4023,6.6895,F3,789.4,0
30562,20230521수성078399C,JJBB,C,2023-05-21,2023-06-09,131.5225,7.5796,5.8716,F3,1781.04,0
30563,20230607산천063923A,KCMD,C,2023-06-07,2023-08-09,404.856,5.9915,6.5992,F3,779.36,0
30564,20230508산천012032A,KCMD,K,2023-05-08,2023-06-04,127.9582,5.7948,6.0946,F3,509.8,1
30573,20230617오포038581A,KCMD,L,2023-06-17,2023-07-13,400.0195,6.3852,6.9098,F3,764.57,0
30575,20230616창하033694A,KCMD,L,2023-06-16,2023-09-07,401.7773,6.1854,6.8221,F3,799.73,0
30581,20230404오포055494A,KCMD,L,2023-04-04,2023-05-02,319.9617,7.792,5.4655,F3,680.65,0
30586,20230508오포065356A,KCMD,C,2023-05-08,2023-05-12,131.5739,5.9414,6.2958,F2,499.18,0
30595,20230403창하030913A,JJBB,L,2023-04-03,2023-05-18,315.4467,6.769,6.2969,F3,1982.65,0
30598,20230523창하019680A,GBMD,K,2023-05-23,2023-05-27,127.7672,7.9794,6.2414,F3,718.48,0
30600,20230414오포069827A,JJBB,C,2023-04-14,2023-04-17,321.4319,6.1933,5.9505,F3,1974.33,0
30607,20230520수성033547C,KCMD,L,2023-05-20,2023-07-19,128.21,7.1636,5.7456,F3,518.88,1
30615,20230423창하023937B,KCMD,K,2023-04-23,2023-07-07,318.4377,6.3588,6.4903,,677.45,0
30620,20230412산천013456A,KCMD,K,2023-04-12,2023-04-26,321.2235,8.1739,6.3883,F3,706.62,0
30622,20230427창하005146A,GBMD,K,2023-04-27,2023-04-28,313.2892,5.8495,6.4345,F3,904.44,0
30624,20230506수성062220C,GGMD,C,2023-05-06,2023-05-24,131.58,5.8568,6.4481,F3,2439.29,0
30628,20230615수성053359C,JJBB,L,2023-06-15,2023-07-06,397.6582,6.4265,6.7707,F1,2057.46,0
30640,20230413오포071721A,KCMD,C,2023-04-13,2023-05-02,323.0197,5.9682,5.8824,F2,685.56,0
30651,20230418창하067224B,GGMD,C,2023-04-18,2023-05-03,323.5905,6.0432,6.5504,F2,2686.72,1
30654,20230502산천005765A,JJBB,K,2023-05-02,2023-05-16,127.5894,6.8589,6.2102,F3,1836.14,0
30659,20230420수성052233C,KCMD,L,2023-04-20,2023-10-20,326.8077,7.0492,6.3988,F3,718.82,0
30663,20230514오포035333A,KCMD,L,2023-05-14,2023-06-14,127.9021,7.7656,6.1825,F3,498.74,0
30676,20230529산천024787A,KCMD,K,2023-05-29,2023-09-05,127.4241,5.6203,6.1236,F3,501.44,0
30678,20230503창하003574A,KCMD,K,2023-05-03,2023-11-02,129.8248,7.2432,6.288,F3,525.19,0
30682,20230624산천077149A,GBMD,C,2023-06-24,2023-10-18,392.414,6.4413,6.7419,F3,968.89,1
30697,20230503산천002679A,KCMD,K,2023-05-03,2023-07-04,128.4408,7.304,6.0252,F3,509.31,0
30698,20230528산천066057A,KCMD,C,2023-05-28,2023-06-01,131.6061,6.6104,6.133,F2,506.37,1
30699,20230424산천067348A,JJBB,C,2023-04-24,2023-05-15,320.3761,5.9604,6.3102,F3,2016.04,0
30707,20230612수성078992C,JJBB,C,2023-06-12,2023-10-25,399.0844,6.4033,6.7752,F2,2049.84,0
30712,20230529창하022177B,KCMD,K,2023-05-29,2023-08-03,128.0895,5.7677,6.0769,F3,478.25,0
30720,20230614산천095208A,GBMD,Y,2023-06-14,2023-11-05,386.7728,6.2106,6.6942,F2,962.73,0
30722,20230414오포077179A,KCMD,C,2023-04-14,2023-07-07,324.2467,7.1186,6.1286,F1,693.06,0
30725,20230413오포031083A,GBMD,L,2023-04-13,2023-04-30,316.2363,7.4826,6.103,F2,905.85,0
30728,20230528오포071490A,KCMD,C,2023-05-28,2023-07-16,131.4989,5.8259,6.5175,F3,495.97,0
30733,20230520수성045988C,KCMD,L,2023-05-20,2023-10-03,129.8243,6.6139,5.7977,F3,517.3,0
30734,20230501산천090294A,GBMD,Y,2023-05-01,2023-05-12,131.6008,6.1979,6.4255,F2,702.88,0
30740,20230604창하098745A,KCMD,Y,2023-06-04,2024-03-17,403.9633,6.2426,6.5119,F2,802.73,0
30746,20230529오포002628A,KCMD,K,2023-05-29,2023-07-07,127.6042,5.9681,6.3905,F3,491.68,1
30750,20230427수성031379C,KCMD,L,2023-04-27,2023-08-28,319.5565,5.7689,6.2649,F3,703.34,0
30761,20230407창하075371B,KCMD,C,2023-04-07,2023-05-09,315.7095,6.9585,5.7176,F3,670.98,0
30766,20230625수성022877C,GBMD,K,2023-06-25,2023-07-10,402.5806,6.3513,6.8275,F3,1079.14,0
30771,20230512오포096134A,KCMD,Y,2023-05-12,2023-06-22,131.5364,6.9415,6.2732,F3,497.38,0
30782,20230401수성070144C,GBMD,C,2023-04-01,2023-04-13,325.4533,7.418,5.7106,F3,993.7,0
30783,20230612산천006988A,GGMD,K,2023-06-12,2023-08-03,394.2787,6.2316,6.9974,F3,2763.23,0
30784,20230522창하081611B,KCMD,C,2023-05-22,2023-06-02,131.5155,5.7258,6.4689,F2,493.34,0
30791,20230422창하065013B,GBMD,C,2023-04-22,2023-05-09,331.6801,5.9178,5.6362,F2,925.74,0
30794,20230410산천040839A,GBMD,L,2023-04-10,2023-05-10,321.1164,5.7871,6.1299,F1,893.87,0
30795,20230404산천092987A,GBMD,Y,2023-04-04,2023-05-17,325.2717,6.0422,5.6985,F2,904.96,0
30798,20230511산천020891A,GBMD,K,2023-05-11,2023-05-30,128.3727,5.6433,6.2736,F3,706.89,0
30805,20230608수성049883C,KCMD,L,2023-06-08,2023-07-22,394.2363,6.4027,6.7576,F3,782.15,0
30807,20230424창하054288A,GBMD,L,2023-04-24,2023-04-29,315.9035,6.265,6.6355,F3,912.12,0
30811,20230407오포038771A,GGMD,L,2023-04-07,2023-04-22,311.8654,5.5757,5.7595,F2,2732.69,0
30815,20230624창하097068A,JJBB,Y,2023-06-24,2023-07-24,400.8008,6.4004,6.9796,F3,2056.2,1
30816,20230616오포032042A,KCMD,L,2023-06-16,2023-07-29,403.5179,6.3053,6.6534,F3,777.93,0
30818,20230409창하046809B,GBMD,L,2023-04-09,2023-07-10,311.3574,5.9912,5.9336,F1,906.44,0
30825,20230419창하008214B,GBMD,K,2023-04-19,2023-05-24,309.1352,7.3221,5.4253,F3,896.56,0
30826,20230507오포001031A,JJBB,K,2023-05-07,2023-05-23,128.8738,6.7954,5.7853,F3,1790.92,0
30828,20230609산천033125A,JJBB,L,2023-06-09,2024-01-05,395.0458,6.4912,6.8881,F3,2110.21,1
30831,20230409창하054298B,KCMD,L,2023-04-09,2023-04-14,314.71,5.9678,6.4025,F3,661.44,1
30835,20230410오포028707A,KCMD,P,2023-04-10,2023-06-13,326.6313,6.9918,5.4342,F3,692.38,0
30836,20230405산천090468A,JJBB,Y,2023-04-05,2023-04-16,327.8155,7.6913,6.1214,F3,2026.86,0
30841,20230416창하053586A,KCMD,L,2023-04-16,2023-06-03,331.3965,7.1012,6.4941,F1,729.01,0
30851,20230522창하005541A,KCMD,K,2023-05-22,2023-05-29,127.2558,5.8318,6.5373,F3,514.79,0
30857,20230502산천004693A,KCMD,K,2023-05-02,2023-09-10,129.0506,7.5148,5.7755,F3,520.3,0
30859,20230403창하050265A,GBMD,L,2023-04-03,2023-05-02,321.2869,5.6077,6.1855,F3,912.97,0
30869,20230510창하041608A,JJBB,L,2023-05-10,2023-06-04,130.0895,5.8209,6.0033,F3,1788.27,0
30873,20230419오포045240A,KCMD,L,2023-04-19,2023-05-09,324.2787,5.6338,5.9209,F1,693.38,0
30874,20230613오포022064A,GBMD,K,2023-06-13,2023-06-21,395.8975,6.5112,6.7728,F3,979.48,0
30881,20230510오포036903A,GBMD,L,2023-05-10,2023-06-21,128.1054,5.7406,5.7537,F2,697.06,1
30890,20230505창하087446A,JJBB,Y,2023-05-05,2023-05-31,131.5377,6.1864,6.3632,F3,1795.82,0
30897,20230414창하074808B,KCMD,C,2023-04-14,2023-08-16,327.835,6.8738,6.2491,F3,692.42,0
30907,20230502오포075333A,KCMD,C,2023-05-02,2023-08-04,131.5688,6.1037,6.2963,F2,497.35,0
30908,20230511산천010818A,KCMD,K,2023-05-11,2023-05-27,126.6108,5.6813,6.4719,F2,503.87,0
30911,20230407수성016314C,JJBB,K,2023-04-07,2023-06-29,318.949,5.886,6.2882,F3,1984.18,0
30916,20230611산천004932A,GBMD,K,2023-06-11,2023-09-04,398.7768,6.1937,6.77,F3,968.53,0
30926,20230613오포094296A,GBMD,Y,2023-06-13,2023-07-20,405.9404,6.363,7.0206,F3,972.07,0
30930,20230422수성038684C,KCMD,L,2023-04-22,2023-07-05,321.747,6.9364,5.5614,F3,705.71,0
30932,20230419수성052895C,KCMD,L,2023-04-19,2023-05-15,322.1801,5.7537,6.4311,F3,709.47,0
30933,20230612수성033986C,JJBB,L,2023-06-12,2023-11-11,395.0671,6.1772,6.6977,F3,2050.12,1
30935,20230607오포064112A,KCMD,C,2023-06-07,2023-07-25,398.3888,5.9825,6.7438,F2,769.85,1
30936,20230513산천090812A,JJBB,Y,2023-05-13,2023-05-19,131.5712,5.777,6.1485,F3,1838.17,0
30949,20230508수성069626C,GBMD,C,2023-05-08,2023-05-20,131.5809,6.4478,5.698,F3,800.82,0
30951,20230504수성030242C,JJBB,L,2023-05-04,2023-08-05,128.7657,5.6701,6.2613,F3,1772.77,0
30954,20230421오포023636A,GBMD,K,2023-04-21,2023-07-16,323.0036,7.4483,6.5321,F3,898.67,1
30957,20230621오포017375A,JJBB,K,2023-06-21,2023-07-26,397.1564,6.4388,6.9559,F3,2059.76,0
30958,20230510수성070949C,KCMD,C,2023-05-10,2023-09-01,131.5565,5.7921,6.4852,F3,520.33,1
30962,20230609오포000871A,KCMD,K,2023-06-09,2023-07-17,395.1626,6.1902,6.7898,F3,763.55,1
30966,20230505창하071764B,KCMD,C,2023-05-05,2023-10-03,131.5871,6.1783,6.5165,F3,489.06,0
30971,20230511수성097458C,JJBB,Y,2023-05-11,2023-06-11,131.5113,6.3549,6.3128,F2,1780.37,0
30974,20230528오포069689A,JJBB,C,2023-05-28,2023-06-18,131.5657,5.5707,6.0738,F1,1791.47,0
30977,20230404수성039616C,GBMD,L,2023-04-04,2023-06-11,318.2014,6.5969,5.9307,F3,993.86,0
30979,20230622산천047252A,KCMD,L,2023-06-22,2023-09-14,401.2974,6.251,6.8121,F1,773.11,0
30980,20230518산천074010A,GBMD,C,2023-05-18,2023-08-12,131.5764,7.7109,6.3364,F3,687.37,0
30981,20230420오포088575A,KCMD,Y,2023-04-20,2023-07-24,322.525,6.2528,6.582,F2,694.21,1
30984,20230628수성024682C,KCMD,K,2023-06-28,2023-08-27,396.0432,6.3658,6.6167,F3,783.97,1
30987,20230402창하079932A,GBMD,C,2023-04-02,2023-04-20,322.4196,6.0111,5.9424,F3,909.21,0
30988,20230620산천031504A,JJBB,L,2023-06-20,2023-08-31,398.9913,6.2601,6.9853,F3,2099.26,0
30992,20230616오포052899A,JJBB,L,2023-06-16,2023-06-19,402.3136,6.5403,6.8398,F1,2055.78,1
31007,20230422오포018003A,GBMD,K,2023-04-22,2023-05-11,318.2829,7.3162,6.1403,F3,895.98,0
31008,20230401산천021640A,KCMD,K,2023-04-01,2023-05-20,325.286,5.8794,6.0415,F3,709.59,0
31010,20230507산천071575A,GGMD,C,2023-05-07,2023-05-14,131.4968,6.5381,6.2229,F3,2501.46,1
31021,20230415오포000200A,GBMD,K,2023-04-15,2023-04-29,318.7022,6.0549,6.2416,F3,898.26,1
31024,20230622오포078728A,JJBB,C,2023-06-22,2023-07-06,403.4088,6.0286,5.8349,F3,2061.32,1
31027,20230414오포081685A,KCMD,C,2023-04-14,2023-05-19,320.3836,5.751,6.331,F2,689.19,0
31030,20230423오포031657A,GBMD,L,2023-04-23,2023-06-13,314.9366,5.9426,6.4543,F3,885.96,0
31037,20230511수성020863C,GBMD,K,2023-05-11,2023-05-27,127.778,6.6774,6.0558,F2,785.02,0
31042,20230506수성007798C,KCMD,K,2023-05-06,2023-05-13,128.7282,7.0073,6.5024,F3,516.85,0
31047,20230604수성053553C,KCMD,L,2023-06-04,2023-09-13,401.6539,6.1899,6.6823,F3,788.71,0
31055,20230411오포008771A,KCMD,K,2023-04-11,2023-05-25,327.3342,5.7151,6.0175,F2,688.4,0
31065,20230514수성075085C,KCMD,C,2023-05-14,2023-07-09,131.5912,6.2308,6.059,F2,521.54,0
31075,20230526창하055993B,KCMD,L,2023-05-26,2023-08-22,130.8182,6.1202,6.3505,F3,480.96,0
31076,20230603수성076897C,JJBB,C,2023-06-03,2023-06-10,400.4538,6.4187,6.799,F2,2063.47,0
31085,20230509창하037421B,KCMD,L,2023-05-09,2023-06-25,127.563,7.2104,5.5778,F3,482.57,0
31086,20230422수성063650C,JJBB,C,2023-04-22,2023-05-08,337.2873,6.1059,6.0781,F3,1989.2,0
31095,20230411수성094265C,KCMD,Y,2023-04-11,2023-04-14,328.7887,6.6695,6.1686,F3,717.71,0
31097,20230515창하011230A,KCMD,K,2023-05-15,2023-06-14,128.5864,8.079,5.6929,F3,530.27,0
31099,20230425수성097857C,KCMD,Y,2023-04-25,2023-06-03,325.6587,7.2414,5.2685,F3,714.69,1
31100,20230403산천039083A,GBMD,L,2023-04-03,2023-04-08,327.841,5.7437,6.3994,F3,904.93,1
31105,20230408창하073145A,KCMD,C,2023-04-08,2023-04-10,330.3764,5.9483,6.9212,F3,729.93,0
31106,20230520창하078250A,KCMD,C,2023-05-20,2023-06-15,131.5424,6.6078,6.0472,F1,523.62,0
31110,20230525수성013439C,JJBB,K,2023-05-25,2023-06-01,128.1501,7.4895,6.0838,F3,1782.21,0
31113,20230403오포067326A,KCMD,C,2023-04-03,2023-05-08,327.5412,6.2703,5.9239,F3,693.42,1
31115,20230528오포049583A,KCMD,L,2023-05-28,2023-06-14,130.4023,6.5214,5.894,F1,503.11,0
31116,20230529산천020125A,GBMD,K,2023-05-29,2023-06-21,127.5638,6.257,6.2784,F2,685.75,0
31128,20230518오포052376A,GBMD,L,2023-05-18,2023-06-11,130.8873,7.058,6.0912,F3,703.37,0
31131,20230427창하045541A,GBMD,L,2023-04-27,2023-07-08,320.5583,6.2591,6.1081,F2,915.9,1
31135,20230415수성002886C,KCMD,K,2023-04-15,2023-07-02,313.7738,6.0982,5.5597,F3,693.59,0
31169,20230422창하073511B,KCMD,C,2023-04-22,2023-04-27,319.1437,5.8711,6.3286,F3,685.39,0
31174,20230428창하029506A,KCMD,P,2023-04-28,2023-06-16,321.1297,5.5877,6.1516,F2,715.48,0
31182,20230428산천031288A,KCMD,L,2023-04-28,2023-04-29,318.1984,6.0358,6.5274,F3,695.85,0
31186,20230428오포021877A,GBMD,K,2023-04-28,2023-05-09,308.0207,6.2366,6.3832,F3,900.2,0
31195,20230407수성075369C,KCMD,C,2023-04-07,2023-05-31,323.7527,7.4639,5.7956,F2,714.72,0
31213,20230420오포090893A,GBMD,Y,2023-04-20,2023-07-07,324.584,6.297,6.0279,F3,893.18,0
31216,20230623창하034987A,KCMD,L,2023-06-23,2023-06-25,401.9038,6.1626,6.5806,F3,797.74,0
31222,20230612산천065400A,GBMD,C,2023-06-12,2024-02-05,397.9581,6.2665,6.8568,F2,971.35,1
31225,20230403오포038415A,JJBB,L,2023-04-03,2023-05-18,318.0768,5.7486,6.219,F2,1979.37,0
31226,20230417창하027368A,JJBB,P,2023-04-17,2023-05-02,320.557,5.7202,6.1886,F3,1989.46,0
31238,20230403산천053927A,GBMD,L,2023-04-03,2023-05-21,323.9168,8.0216,6.9954,F3,906.47,0
31259,20230422오포015336A,KCMD,K,2023-04-22,2023-05-22,326.7271,7.67,6.0212,F3,694.81,0
31262,20230610수성026725C,KCMD,P,2023-06-10,2023-07-11,399.5678,6.4394,6.7634,F2,793.07,0
31273,20230526수성017664C,KCMD,K,2023-05-26,2023-05-31,128.9215,5.6551,6.191,F3,514.57,0
31279,20230508창하076534A,KCMD,C,2023-05-08,2023-10-02,131.4737,6.7953,5.8315,F3,520.85,1
31289,20230524산천017538A,GBMD,K,2023-05-24,2023-08-12,128.8874,8.0127,5.534,F3,710.14,0
31290,20230406오포062470A,JJBB,C,2023-04-06,2023-04-29,320.424,7.1485,5.8315,F2,1978.93,0
31301,20230604수성049898C,KCMD,L,2023-06-04,2023-10-24,394.7922,5.9608,6.0848,F2,789.07,1
31308,20230615산천059056A,KCMD,L,2023-06-15,2023-06-29,401.7324,6.1187,6.8272,F3,780.84,1
31312,20230524산천053160A,GGMD,L,2023-05-24,2023-08-26,130.6246,5.9882,6.2854,F3,2492.66,0
31315,20230504오포000189A,KCMD,K,2023-05-04,2023-05-19,128.7292,5.8905,5.9635,F3,490.42,0
31320,20230607수성087895C,JJBB,Y,2023-06-07,2023-09-10,401.8556,6.1821,6.932,F3,2055.64,0
31324,20230427창하090463B,GGMD,Y,2023-04-27,2023-05-20,324.4369,5.7864,6.4533,F3,2693.21,0
31331,20230518산천065957A,KCMD,C,2023-05-18,2023-05-24,131.4924,6.2157,6.0041,F3,511.46,0
31334,20230520수성028665C,GBMD,P,2023-05-20,2023-06-23,128.9844,6.2245,6.7557,F3,800.78,0
31337,20230503창하051951B,KCMD,L,2023-05-03,2023-07-05,130.6138,5.5935,6.6474,F3,486.06,0
31345,20230401산천042023A,GBMD,L,2023-04-01,2023-05-17,328.0637,7.4929,6.4006,F1,907.26,0
31348,20230415수성010420C,KCMD,K,2023-04-15,2023-05-27,322.1265,5.1386,6.5039,F3,705.25,0
31349,20230628수성015126C,JJBB,K,2023-06-28,2023-09-09,395.7473,6.389,6.8668,F3,2044.26,0
31351,20230512산천029675A,JJBB,P,2023-05-12,2023-07-14,0.0,7.0348,6.4061,F3,1832.33,0
31358,20230628수성094581C,KCMD,Y,2023-06-28,2023-08-28,401.0964,6.2867,6.6048,F2,793.59,0
31359,20230527수성015874C,KCMD,K,2023-05-27,2023-09-03,128.8881,6.0963,5.8146,F3,523.61,0
31362,20230528창하073529B,KCMD,C,2023-05-28,2023-09-10,131.5311,7.1411,5.7775,F3,491.08,0
31367,20230426산천006291A,GBMD,K,2023-04-26,2023-08-04,319.662,6.5744,5.361,F3,892.93,0
31371,20230417수성075710C,GGMD,C,2023-04-17,2023-06-09,318.8846,7.3967,6.319,F2,2632.06,0
31376,20230509산천079405A,KCMD,C,2023-05-09,2023-05-28,131.5429,6.1753,5.8797,F3,507.33,0
31379,20230419오포072765A,KCMD,C,2023-04-19,2023-07-22,328.5279,5.7989,6.6986,F1,697.3,0
31385,20230408창하075849A,KCMD,C,2023-04-08,2023-04-28,327.3222,6.7359,6.5807,F3,720.44,0
31390,20230601산천097889A,KCMD,Y,2023-06-01,2023-06-10,398.3399,6.1668,6.6443,F2,777.22,0
31401,20230625산천081120A,KCMD,C,2023-06-25,2023-09-15,398.6679,6.5335,6.6503,F3,774.64,0
31406,20230621창하011914A,JJBB,K,2023-06-21,2023-07-27,394.7823,6.4319,6.8082,F3,2050.8,0
31416,20230628오포007478A,KCMD,K,2023-06-28,2023-08-19,405.1963,6.1443,6.79,F3,774.48,0
31417,20230622창하072363A,JJBB,C,2023-06-22,2023-06-25,397.3158,6.2179,6.898,F3,2059.0,0
31419,20230510오포001495A,KCMD,K,2023-05-10,2023-05-16,128.6281,7.0656,4.862,F3,497.87,0
31422,20230504수성061929C,KCMD,C,2023-05-04,2023-05-05,131.5298,6.1595,5.8855,F3,522.99,0
31433,20230625산천041181A,KCMD,L,2023-06-25,2023-10-18,398.9649,6.4167,6.8473,F3,776.54,1
31455,20230505창하052074B,GBMD,L,2023-05-05,2023-05-07,130.3027,6.3369,5.5663,F1,719.37,0
31463,20230404수성030403C,JJBB,L,2023-04-04,2023-09-24,321.0736,5.7408,5.8602,F3,1979.6,0
31467,20230628창하095529B,KCMD,Y,2023-06-28,2023-10-12,396.0539,6.0579,6.776,F3,755.76,0
31471,20230620수성065836C,KCMD,C,2023-06-20,2023-06-21,394.5489,6.2347,6.8148,F3,785.26,0
